order_id,customer_id,product_id,order_date,order_time,quantity,unit_price,discount,total_price,supplier_id,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,billing_address,billing_city,billing_state,billing_country,billing_postal_code,tracking_number,status
27,27,27,5/19/2022,9.0,72,929.77,0.87,3222.51,27,cash,9 Grover Crossing,Yuracyacu,,Peru,,4142 Bluejay Drive,Dahay,,Philippines,9512,1433986998,shipped
28,28,28,4/21/2020,13.6,93,240.9,0.32,5901.86,28,debit card,8 Bowman Drive,Lage,16,Portugal,4960-160,5275 Village Circle,Onueke,,Nigeria,,8492808153,shipped
29,29,29,9/4/2020,5.04,39,883.11,0.86,9566.94,29,cash,67117 Armistice Crossing,Fubin,,China,,542 Pine View Road,Waiwukak,,Indonesia,,4260872140,shipped
30,30,30,7/20/2020,3.86,50,722.05,0.99,7771.06,30,debit card,491 Kennedy Way,Janikowo,,Poland,88-160,5310 Cardinal Terrace,Kwangyang,,South Korea,,6619974676,processing
31,31,31,2/6/2021,23.52,37,173.25,0.19,1767.64,31,cash,858 Sundown Place,Sangpi,,China,,06145 Jana Circle,Wangqu,,China,,4190850860,processing
32,32,32,6/8/2022,8.87,15,690.79,0.94,5884.05,32,debit card,482 Ohio Crossing,Yuekou,,China,,84 Shasta Junction,Longxi,,China,,2028743815,processing
33,33,33,12/3/2021,20.33,9,810.83,0.11,3269.24,33,debit card,286 Norway Maple Lane,Capitán Bermúdez,,Argentina,2156,336 Packers Court,Napel,,Indonesia,,4352539851,delivered
34,34,34,7/10/2021,14.01,79,889.52,0.48,9145.11,34,debit card,2 Clemons Junction,Floreşti,,Moldova,MD-5040,9651 Commercial Road,Witzenhausen,HE,Germany,37217,3106321535,shipped
35,35,35,3/23/2020,6.26,6,148.22,0.78,100.17,35,debit card,04480 Moland Crossing,Serrinha,13,Portugal,4620-400,148 Cascade Parkway,Białaczów,,Poland,26-307,8644014811,pending
36,36,36,11/16/2021,21.83,33,413.71,0.35,5123.87,36,credit card,4840 Cascade Plaza,Courbevoie,A8,France,92671 CEDEX,17279 Becker Terrace,Colomi,,Bolivia,,2115171515,delivered
37,37,37,5/5/2022,20.11,73,707.04,0.5,1199.59,37,credit card,7 Haas Trail,Aizkraukle,,Latvia,,9 Westerfield Road,Mölndal,O,Sweden,431 10,6027940745,delivered
38,38,38,5/31/2022,7.64,69,399.58,0.2,4948.82,38,debit card,189 Oxford Alley,Cotia,,Brazil,06700-000,49 Vahlen Drive,Modosinal,,Indonesia,,3096834018,delivered
39,39,39,3/21/2021,1.74,91,640.92,1.0,5987.77,39,cash,3151 Kim Court,Lasehao,,Indonesia,,0 Atwood Hill,Mhlambanyatsi,,Swaziland,,3542702058,pending
40,40,40,8/19/2021,1.68,52,136.3,0.55,8574.81,40,credit card,7 Lillian Way,San Rafael Petzal,,Guatemala,13028,1 Northview Junction,Borzoy,,Russia,366406,6015462908,shipped
41,41,41,1/11/2020,10.71,2,622.4,0.52,1788.07,41,debit card,299 Logan Parkway,Gorna Oryakhovitsa,,Bulgaria,5145,39102 Starling Trail,Pavlohrad,,Ukraine,,5611626152,pending
42,42,42,1/12/2021,15.59,30,730.63,0.48,2396.09,42,credit card,08 Doe Crossing Road,Shiwan,,China,,93 Meadow Ridge Circle,Kousa,,Egypt,,7489804042,processing
43,43,43,3/1/2021,23.11,45,402.75,0.26,835.96,43,credit card,8 Acker Alley,Vólos,,Greece,,745 Roxbury Terrace,Huchang,,China,,7445262927,processing
44,44,44,8/10/2021,0.14,45,618.64,0.35,3228.9,44,cash,0999 Donald Place,Hekou,,China,,4423 Waxwing Alley,Hongsi,,China,,8423103749,processing
45,45,45,1/24/2021,16.03,86,870.24,0.07,3200.39,45,cash,20 Sloan Avenue,Salamrejo,,Indonesia,,92 Novick Circle,Ugac Sur,,Philippines,3501,7431942500,shipped
46,46,46,8/14/2020,2.16,45,559.8,0.27,7403.86,46,cash,3 Northland Way,Oja,,Indonesia,,4676 Ramsey Alley,Toledo,OH,United States,43605,8819117695,pending
47,47,47,6/24/2021,14.3,43,487.84,0.34,1264.33,47,cash,479 Glendale Lane,Balangiga,,Philippines,6812,481 Johnson Drive,Baise City,,China,,5258654293,shipped
48,48,48,1/27/2021,8.18,90,628.65,0.54,7174.19,48,debit card,07049 North Parkway,Pongola,,South Africa,3171,01651 Clyde Gallagher Terrace,Estreito,,Brazil,65975-000,1750693136,shipped
49,49,49,3/31/2022,1.73,51,59.55,0.67,1697.72,49,cash,169 Bashford Circle,Sere,,Indonesia,,6 Rockefeller Alley,Bukama,,Democratic Republic of the Congo,,1944742196,shipped
50,50,50,5/23/2020,15.18,21,929.53,0.61,9973.3,50,credit card,146 Meadow Vale Crossing,Kthella e Epërme,,Albania,,14 Namekagon Parkway,Spuž,,Montenegro,,9745621752,pending
51,51,51,9/24/2021,11.71,76,438.65,0.31,7659.04,51,debit card,0 Blaine Place,Sumberrejo,,Indonesia,,85659 Sutherland Center,Savitaipale,,Finland,54801,1739688351,processing
52,52,52,4/11/2021,7.77,19,134.06,0.03,7080.19,52,debit card,720 Judy Circle,Qinghe,,China,,512 Knutson Center,Wenheng,,China,,4115118879,processing
53,53,53,8/3/2022,5.61,92,501.18,0.46,6404.92,53,cash,84 Corscot Plaza,Wuyang,,China,,47929 Comanche Parkway,Jovellar,,Philippines,4515,7820414090,processing
54,54,54,9/3/2022,15.17,21,494.59,0.37,9543.04,54,credit card,9299 Pankratz Trail,Baiyang,,China,,2869 Fordem Street,Düsseldorf,NW,Germany,40225,4657954889,delivered
55,55,55,5/10/2022,17.65,50,933.44,0.16,2125.33,55,cash,70610 Lindbergh Center,Bertioga,,Brazil,11250-000,32931 Russell Point,Dagur,,China,,9735309404,processing
56,56,56,3/1/2020,2.8,91,539.7,0.21,6200.03,56,cash,4 Buhler Place,Ḩajjah,,Palestinian Territory,,5835 Paget Plaza,Reims,A4,France,51064 CEDEX,7239386362,shipped
57,57,57,6/9/2021,11.81,6,981.12,0.82,1049.95,57,credit card,51 Dixon Lane,Heicheng,,China,,9649 Hallows Drive,Neringa,,Lithuania,93017,6029444851,processing
58,58,58,3/8/2022,11.55,77,396.0,0.8,1846.5,58,cash,9 Golf Course Street,Langley,ENG,United Kingdom,SG4,206 Armistice Center,Vatutine,,Ukraine,,5720193267,pending
59,59,59,6/27/2020,6.93,66,748.72,0.86,3660.23,59,cash,7 Mallard Street,Sydney,NSW,Australia,1196,81 Amoth Court,Purwasari,,Indonesia,,7822552873,processing
60,60,60,5/18/2022,9.47,41,643.03,0.38,5830.07,60,cash,8225 Talisman Way,Waitara,,New Zealand,4346,9 Dakota Circle,Prokhladnyy,,Russia,366041,8576431904,delivered
61,61,61,3/28/2020,13.14,26,203.9,0.41,4502.57,61,cash,19922 Hayes Point,Songkar B,,Indonesia,,6643 Columbus Alley,Florencia,,Cuba,,9814320334,shipped
62,62,62,12/24/2021,11.49,25,337.74,0.69,4635.07,62,cash,279 Brentwood Terrace,Loncoche,,Chile,,37 Delaware Street,Kisai,,Japan,347-0105,5300595755,delivered
63,63,63,6/23/2020,18.47,33,632.79,0.69,9246.48,63,cash,15949 International Trail,Gaopeng,,China,,9494 Village Green Place,Libochovice,,Czech Republic,411 17,4244735572,shipped
64,64,64,12/3/2021,10.54,68,419.16,0.46,8130.86,64,credit card,9542 Mandrake Street,Lavras da Mangabeira,,Brazil,63300-000,7145 Carberry Plaza,Tunggaoen Timur,,Indonesia,,2426112217,processing
65,65,65,1/7/2021,0.96,12,590.95,0.28,1883.23,65,debit card,5967 Dawn Pass,Liujiage,,China,,894 Blue Bill Park Parkway,Hualgayoc,,Peru,,8007915548,delivered
66,66,66,2/6/2020,20.33,96,86.98,0.71,2576.45,66,cash,5 Ridgeway Center,Helsingborg,M,Sweden,250 06,40 Grim Terrace,Hønefoss,06,Norway,3519,9809317244,pending
67,67,67,1/31/2021,11.06,90,734.23,0.51,9328.71,67,debit card,1 Ridge Oak Trail,Patrocínio,,Brazil,38740-000,7 Blaine Drive,Chambellan,,Haiti,,3940321025,processing
68,68,68,8/9/2020,15.85,21,739.73,0.82,6736.53,68,credit card,6264 Morningstar Terrace,Pontarlier,A6,France,25304 CEDEX,5 Butterfield Lane,Blawi,,Indonesia,,4592337398,pending
69,69,69,10/25/2020,15.25,33,220.54,0.61,5818.78,69,debit card,69063 Troy Trail,Azteca,TAM,Mexico,87024,77 Cascade Junction,Jiaoqiao,,China,,8892048902,processing
70,70,70,9/14/2021,2.87,31,417.0,0.23,7413.91,70,cash,1 Truax Way,Puger,,Indonesia,,9375 Fieldstone Lane,Shenzhengqiao,,China,,2554061869,pending
71,71,71,6/9/2021,22.7,58,1.16,0.75,3460.42,71,cash,4 Bartillon Alley,Yangxiang,,China,,9 Stoughton Plaza,Xilin,,China,,2303182213,processing
72,72,72,4/6/2022,21.37,59,651.58,0.75,4393.74,72,credit card,38 Bunting Crossing,Pedamaran,,Indonesia,,5394 Delladonna Lane,Cijoho,,Indonesia,,3871960520,processing
73,73,73,10/31/2020,5.02,45,472.92,0.26,4302.25,73,cash,474 Sunfield Lane,Bobigny,A8,France,93737 CEDEX 9,18 Eastlawn Point,Mohelnice,,Czech Republic,789 85,4839656122,shipped
74,74,74,4/9/2021,9.8,7,367.18,0.11,2922.69,74,cash,4255 Fallview Junction,Bolobo,,Democratic Republic of the Congo,,99 Kenwood Junction,Ijūin,,Japan,899-3221,2435084909,delivered
75,75,75,11/4/2020,14.58,1,852.18,0.73,1511.2,75,cash,6485 Morrow Point,Jiaoyang,,China,,81713 Evergreen Plaza,Smyków,,Poland,26-212,5677534566,shipped
76,76,76,1/7/2022,4.71,21,652.98,0.76,81.29,76,credit card,21 6th Place,Vorzel’,,Ukraine,,4 Lakeland Point,Saint-Ouen,A8,France,93487 CEDEX,6757630423,delivered
77,77,77,4/9/2022,8.0,76,336.48,0.62,9173.62,77,credit card,93811 Northland Alley,Atap,,Indonesia,,7 Swallow Alley,Olleros,,Peru,,8646638914,pending
78,78,78,8/30/2022,12.92,60,202.56,0.45,9925.81,78,cash,2 Hansons Junction,Krajan,,Indonesia,,9 Scofield Court,Lucaya,,Bahamas,,8128124311,delivered
79,79,79,10/2/2021,16.34,87,457.38,0.35,3648.97,79,credit card,86700 Cordelia Point,Kongolo,,Democratic Republic of the Congo,,01 Lindbergh Pass,Kumla,T,Sweden,692 81,4363455752,processing
80,80,80,6/9/2020,9.57,14,477.38,0.78,1047.9,80,cash,96 Rieder Park,Chirpan,,Bulgaria,6200,1409 Old Gate Alley,Funtua,,Nigeria,,1021906893,processing
81,81,81,2/6/2021,16.04,94,430.72,0.59,7049.75,81,debit card,61 Fulton Avenue,Khulm,,Afghanistan,,32429 Spenser Crossing,Sumberpitu,,Indonesia,,4090899175,processing
82,82,82,2/12/2020,5.66,42,838.19,0.21,8164.98,82,debit card,16835 Corscot Park,Na Klang,,Thailand,39170,48 Victoria Crossing,Savelugu,,Ghana,,5309873901,shipped
83,83,83,4/6/2022,3.67,63,21.49,0.71,2904.29,83,cash,83565 Texas Street,Inđija,,Serbia,,10 Hanson Lane,Kiryandongo,,Uganda,,9182972220,processing
84,84,84,8/10/2022,7.51,6,808.58,0.37,8393.61,84,debit card,47 Haas Parkway,Petřvald,,Czech Republic,735 41,8 Loomis Park,Niitsu-honchō,,Japan,959-1855,7059233887,pending
85,85,85,9/1/2022,7.13,66,60.36,0.25,979.62,85,cash,956 Forest Run Lane,Bailan,,Philippines,5815,122 Marquette Park,Zapatero,,Peru,,4458622116,shipped
86,86,86,9/17/2021,21.5,18,898.55,0.7,3332.77,86,credit card,712 Comanche Hill,Roubaix,B4,France,59100,6 Longview Drive,Negotin,,Serbia,,8430766688,processing
87,87,87,8/13/2020,11.48,41,43.85,0.43,702.32,87,cash,04588 Bonner Way,Beixiaoying,,China,,5 Macpherson Trail,Spirovo,,Russia,422338,3616374061,delivered
88,88,88,9/18/2020,20.23,75,845.42,0.04,1591.64,88,cash,4606 Lighthouse Bay Alley,Mora,W,Sweden,792 52,3033 Blue Bill Park Trail,Tongjing,,China,,8487953338,delivered
89,89,89,1/23/2020,6.67,78,670.92,0.9,9597.74,89,debit card,78 Southridge Center,Chengbei,,China,,9615 Scofield Parkway,Grängesberg,W,Sweden,772 30,5451697939,shipped
90,90,90,1/8/2022,7.13,25,191.0,0.62,7030.32,90,cash,44671 Mariners Cove Lane,Jaqué,,Panama,,98088 Swallow Court,Youguzhuang,,China,,2921258841,processing
91,91,91,9/3/2021,17.67,93,508.6,0.43,5290.96,91,credit card,333 Kings Trail,Beauceville,QC,Canada,G5X,67 Pepper Wood Crossing,Arco de Baúlhe,03,Portugal,4860-045,8000277568,pending
92,92,92,1/18/2022,23.72,66,494.24,0.88,2083.49,92,cash,958 Westend Way,Columbus,OH,United States,43231,6 Basil Crossing,Warburton,,Pakistan,39180,6747857129,shipped
93,93,93,12/17/2020,9.1,64,840.29,0.3,8294.54,93,cash,363 6th Parkway,Želetava,,Czech Republic,675 26,18 Stang Road,Alemanguan,,Philippines,3524,5467928195,pending
94,94,94,11/25/2020,23.27,49,814.94,0.49,1139.41,94,debit card,61353 Thompson Street,Louny,,Czech Republic,440 01,7835 International Road,Sovetskaya,,Russia,692854,8124467240,shipped
95,95,95,9/24/2022,4.63,71,175.91,0.56,2190.52,95,cash,6 Fairview Lane,De la Paz,,Philippines,6337,577 Basil Crossing,Sugihan,,Indonesia,,6352049019,pending
96,96,96,7/7/2022,8.98,89,531.64,0.34,6766.53,96,credit card,3 Lake View Parkway,Bengras,,Indonesia,,90313 Fisk Plaza,Peuhaq,,Indonesia,,7716264655,processing
97,97,97,3/8/2021,16.9,45,316.37,0.36,4686.33,97,cash,0 Jackson Alley,Lalmanirhat,,Bangladesh,5510,73 Maywood Trail,Budaka,,Uganda,,8368019873,processing
98,98,98,6/27/2022,11.3,36,998.23,0.23,2439.43,98,debit card,384 Dakota Way,Lakhdenpokh’ya,,Russia,186730,9 Menomonie Court,Yartsevo,,Russia,215807,7656320297,delivered
99,99,99,5/26/2022,16.86,91,852.2,0.24,8147.34,99,cash,34846 Vermont Terrace,Psary,,Poland,32-546,3799 Lakewood Terrace,Karolinka,,Czech Republic,756 05,7460184393,shipped
100,100,100,4/1/2021,17.94,1,295.14,0.71,5581.23,100,cash,42323 Nelson Place,Bambang,,Philippines,3702,0766 Walton Junction,Rtyně v Podkrkonoší,,Czech Republic,542 33,9370675603,processing
101,101,101,12/18/2022,5.45,87,828.47,0.55,3802.19,101,debit card,68 Rowland Road,Al Funayţīs,,Kuwait,,954 Waywood Parkway,Port-Cartier,QC,Canada,G5B,7294147249,shipped
102,102,102,7/27/2022,8.97,67,408.8,0.38,7003.35,102,credit card,79063 Chive Trail,Timoulilt,,Morocco,,03 Derek Crossing,Yanweigang,,China,,9820019384,pending
103,103,103,4/3/2020,6.02,25,678.74,0.02,3059.26,103,cash,9025 Linden Court,Měřín,,Czech Republic,594 42,06 Hallows Way,La Carlota,,Philippines,6130,3387070167,processing
104,104,104,8/7/2021,18.02,40,645.78,0.55,4999.45,104,debit card,6980 Hintze Pass,Bayt ‘Adhāqah,,Yemen,,9253 Meadow Ridge Junction,Egvekinot,,Russia,461173,4104226373,delivered
105,105,105,4/4/2021,20.55,68,982.2,0.09,81.32,105,debit card,95 Melvin Avenue,Anan,,Japan,779-1631,88 Center Lane,Monte Caseros,,Argentina,3220,3962853777,processing
106,106,106,3/23/2020,12.71,58,218.3,0.09,806.02,106,debit card,56 Barnett Drive,Taiping,PRK,Malaysia,34010,1741 Village Parkway,Kaltungo,,Nigeria,,1252195740,shipped
107,107,107,5/2/2022,12.12,21,565.4,0.7,2760.03,107,debit card,064 Westport Place,Xihu,,China,,31171 Corben Place,Villa Lugano,,Argentina,5439,8927550236,pending
108,108,108,9/14/2021,2.83,90,928.11,0.64,8828.39,108,debit card,59057 Oneill Road,Pinoma,,Philippines,3404,2 Lunder Way,Przybiernów,,Poland,72-110,3431396991,shipped
109,109,109,4/24/2021,10.89,85,697.47,0.86,8079.49,109,debit card,98 Springs Place,Nālchiti,,Bangladesh,8421,7397 Barnett Court,Prachatice,,Czech Republic,383 01,1432124797,processing
110,110,110,3/15/2020,17.37,93,37.78,0.94,9968.86,110,cash,09397 Caliangt Road,Ciyun,,China,,6 Springs Place,Huya,,China,,5394427514,delivered
111,111,111,11/2/2021,17.81,55,235.33,0.65,9064.57,111,debit card,26586 Hoepker Drive,Hradec Králové,,Czech Republic,500 02,6768 Forest Run Hill,Florestópolis,,Brazil,86165-000,3688472919,delivered
112,112,112,8/9/2020,18.34,9,259.65,0.58,9423.9,112,cash,0 Lillian Drive,Colotenango,,Guatemala,13019,12 Walton Alley,Kilju,,North Korea,,1423274561,pending
113,113,113,8/28/2022,14.15,3,159.74,0.8,1641.27,113,credit card,5 Anderson Junction,Senador Canedo,,Brazil,75250-000,72581 Hollow Ridge Place,Kolonowskie,,Poland,47-113,2111040238,delivered
114,114,114,8/7/2022,15.26,23,957.88,0.09,9180.2,114,credit card,960 Clemons Lane,Vabalninkas,,Lithuania,41033,6 Fieldstone Lane,Pļaviņas,,Latvia,,5299977908,shipped
115,115,115,1/4/2020,12.26,36,274.15,0.73,5075.51,115,credit card,6 Hoard Crossing,Huangshapu,,China,,01329 Division Terrace,Beringin,,Indonesia,,6162593928,processing
116,116,116,12/13/2020,14.92,83,348.37,0.79,1956.28,116,credit card,7 Mallory Avenue,Agusan,,Philippines,3702,6994 Corscot Trail,Peroguarda,02,Portugal,7900-455,1009160575,delivered
117,117,117,8/6/2021,16.0,1,71.4,0.06,6628.64,117,debit card,89412 Garrison Parkway,Kuala Terengganu,TRG,Malaysia,20710,813 Glendale Place,Kallinge,K,Sweden,372 53,9173222356,processing
118,118,118,7/21/2020,3.12,10,192.29,0.29,8659.07,118,credit card,6 Springview Crossing,Heshui,,China,,1 Bellgrove Way,Al ‘Āliyah,,Tunisia,,4368167543,shipped
119,119,119,2/9/2021,13.54,54,615.79,0.55,2315.56,119,cash,476 Emmet Alley,Dakhla,,Western Sahara,,2911 Kim Drive,Clermont-Ferrand,98,France,63043 CEDEX 2,1224471196,shipped
120,120,120,8/28/2022,16.36,3,509.41,0.49,9172.42,120,cash,15372 Mcguire Street,Mukayrās,,Yemen,,0 Bayside Trail,Niny,,Russia,357906,2493891982,shipped
121,121,121,7/4/2021,22.19,39,10.32,0.28,45.08,121,debit card,5 Atwood Court,Takaishi,,Japan,215-0003,33229 Mesta Circle,Thetford-Mines,QC,Canada,G6G,8492672784,delivered
122,122,122,12/19/2021,4.45,34,873.13,0.74,9579.37,122,debit card,63 Anderson Court,Göteborg,O,Sweden,412 79,6168 Laurel Court,Vihāri,,Pakistan,26301,3677174638,delivered
123,123,123,8/1/2022,20.04,61,198.94,0.62,2472.4,123,credit card,8 Rockefeller Park,Kedungreja,,Indonesia,,0367 Utah Road,Pasto,,Colombia,520039,3104088433,pending
124,124,124,3/13/2020,2.41,67,480.04,0.21,7680.31,124,debit card,9 Petterle Street,Paris 19,A8,France,75166 CEDEX 19,63 1st Place,Mafa,,Indonesia,,1098113320,pending
125,125,125,12/12/2022,1.16,30,32.33,0.66,1441.96,125,credit card,299 Nevada Point,Choropampa,,Peru,,99690 Comanche Terrace,Néa Flogitá,,Greece,,7806786470,processing
126,126,126,5/21/2021,8.13,81,629.2,0.05,4217.06,126,debit card,929 Ludington Plaza,Červenka,,Czech Republic,784 01,73 Thackeray Alley,Kota Kinabalu,SBH,Malaysia,88592,7234658132,shipped
127,127,127,4/24/2022,5.66,62,187.82,0.95,9921.76,127,debit card,9485 Tony Trail,Napoli,CM,Italy,80129,3 Knutson Road,Kathu,,South Africa,1033,3705957780,shipped
128,128,128,9/18/2022,7.97,60,146.19,0.72,2898.56,128,cash,521 Roxbury Park,Taotang,,China,,38267 Kensington Avenue,Tazhuang,,China,,3254767218,shipped
129,129,129,6/30/2020,21.26,30,900.94,0.43,6347.32,129,credit card,88959 Anderson Hill,Armenia,,Philippines,5401,62 Lillian Pass,Sutton,,Ireland,D13,7723656133,shipped
130,130,130,11/6/2021,5.61,4,997.17,0.11,1421.95,130,credit card,873 Heath Avenue,Cuilco,,Guatemala,13004,8 North Plaza,Jianshe,,China,,9842586161,pending
131,131,131,9/17/2021,20.18,27,428.98,0.1,1582.37,131,debit card,101 Bluejay Terrace,Gubeikou,,China,,5160 Cody Terrace,Tambov,,Russia,392999,9723409308,pending
132,132,132,5/31/2021,4.29,81,161.31,0.94,4544.65,132,credit card,737 Little Fleur Point,Kilindoni,,Tanzania,,17 Claremont Drive,Bhokadoke,,Indonesia,,2078253141,delivered
133,133,133,11/21/2021,23.76,91,278.42,0.15,6372.68,133,credit card,07286 Springs Street,La Unión,,Chile,,341 Grim Terrace,Kalandagan,,Philippines,9802,9944357583,delivered
134,134,134,5/6/2021,22.58,32,957.91,0.31,4601.98,134,credit card,7498 Logan Terrace,Bator,,Indonesia,,087 Di Loreto Pass,Tadianjie,,China,,5303273814,delivered
135,135,135,9/25/2021,0.8,61,322.93,0.2,843.19,135,credit card,7 2nd Hill,Georgīevka,,Kazakhstan,,80591 International Avenue,Artemisa,,Cuba,,1771790310,delivered
136,136,136,7/7/2021,0.16,83,430.54,0.45,7373.56,136,cash,8087 Hooker Trail,Klenčí pod Čerchovem,,Czech Republic,345 34,8364 Gale Center,Voyinka,,Ukraine,,9562110147,pending
137,137,137,2/14/2021,20.84,8,852.19,0.26,7735.81,137,cash,628 Westend Terrace,Czyżowice,,Poland,44-352,0238 Shopko Hill,Harrison,,Philippines,5711,1009177399,shipped
138,138,138,7/26/2021,9.13,35,970.42,0.48,8767.41,138,debit card,726 Eggendart Street,Novyy Urengoy,,Russia,629309,9 Bonner Alley,Shezhu,,China,,5263561422,delivered
139,139,139,6/4/2020,8.85,76,23.22,0.93,6320.28,139,cash,1911 Fulton Crossing,Fort Worth,TX,United States,76105,3 Lotheville Drive,Otse,,Botswana,,2198378434,shipped
140,140,140,1/21/2021,8.66,77,806.58,0.07,7429.49,140,cash,0059 Pine View Parkway,Banikoara,,Benin,,87 Boyd Hill,Lleida,CT,Spain,25005,3673547292,delivered
141,141,141,6/12/2020,16.47,21,568.5,0.54,7803.53,141,credit card,6 Grover Court,Huangjinbu,,China,,67 Bowman Junction,Hrtkovci,,Serbia,,9446959641,shipped
